"Name (SKU)","Supplier","Location","Drop Level","Total Inventory","Packed Inventory","Prelisted","Bulk Inventory","Ordered Inventory","Last Orders","SA BOMs","Popularity","Lead Time","Weeks On Hand","Case Qty","Discontinued","Core Status","Purchase Coverage Goal","Packed Coverage Goal","Buffer Settings","Carton/Sticker","Carton/Sticker Inventory","Recommended","W34 (8/16)","W35 (8/23)","W36 (8/30)","W37 (9/6)","W38 (9/13)","W39 (9/20)","W40 (9/27)","W41 (10/4)","W42 (10/11)","W43 (10/18)","W44 (10/25)","W45 (11/1)","W46 (11/8)","W47 (11/15)","W48 (11/22)","W49 (11/29)","W50 (12/6)","W51 (12/13)","W52 (12/20)","W1 (12/27)","W2 (1/3)","W3 (1/10)","W4 (1/17)","W5 (1/24)","W6 (1/31)","W7 (2/7)","W8 (2/14)","W9 (2/21)","W10 (2/28)","W11 (3/7)","W12 (3/14)","W13 (3/21)","W14 (3/28)","W15 (4/4)","W16 (4/11)","W17 (4/18)","W18 (4/25)","W19 (5/2)","W20 (5/9)","W21 (5/16)","W22 (5/23)","W23 (5/30)","W24 (6/6)","W25 (6/13)","W26 (6/20)","W27 (6/27)","W28 (7/4)","W29 (7/11)","W30 (7/18)","W31 (7/25)","W32 (8/1)","W33 (8/8)","W34 (8/15)","W35 (8/22)","W36 (8/29)","W37 (9/5)","W38 (9/12)","W39 (9/19)","W40 (9/26)","W41 (10/3)"
"Ocean Room Spray (4 oz) Individual ( RM-16-106-A )","Benjamin Soap","Englewood","0","0","5","-","-8","-","-","","Gourmet Goods & Spa :  1.5 %","5 w","4 w","—","5  Active","Legacy","—","—","50.0 % Week  49 - 53","-","-","191","13","18","15","16","16","18","22","38","31","22","25","20","24","39","30","114","227","338","220","60","72","34","23","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Eucalyptus Shower Spray Individual ( RM-16-107-A )","Benjamin Soap","Englewood","0","69","10","-","59","-","-","SA-48-064-A 1.0 SA-51-110-E 1.0","Gourmet Goods & Spa :  1.8 %","5 w","4 w","—","SA-48-064-A :   No SA-51-110-E :   No","Legacy","—","—","50.0 % Week  49 - 53","-","-","158","16","22","19","19","20","22","26","46","37","26","30","25","29","47","36","137","274","407","265","73","87","41","28","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rose Bath Salts Individual ( RM-40-017-A )","Benjamin Soap","—","0","12","12","-","0","-","-","SA-40-017-A 1.0","-","5 w","4 w","—","SA-40-017-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-017-XXX","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jasmine Clementine Bath Salts Individual ( RM-40-018-A )","Benjamin Soap","—","0","11","11","-","0","-","-","SA-40-018-A 1.0","-","5 w","4 w","—","SA-40-018-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-018-XXX","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lavender Bath Salts Individual ( RM-40-019-A )","Benjamin Soap","Englewood","0","23","46","-","-23","-","-","","-","5 w","4 w","—","5  Active","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-019-XXX","437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rosemary Mint Bath Salts Individual ( RM-40-020-A )","Benjamin Soap","Englewood","0","0","7","-","-12","-","-","SA-40-020-A 1.0","-","5 w","4 w","—","SA-40-020-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-020-XXX","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coconut Bath Salts Individual ( RM-40-021-A )","Benjamin Soap","—","0","11","11","-","0","-","-","SA-40-021-A 1.0","-","5 w","4 w","—","SA-40-021-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-021-XXX","550","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charcoal Bath Salts Individual ( RM-40-022-A )","Benjamin Soap","—","0","13","13","-","0","-","-","SA-40-022-A 1.0","-","5 w","4 w","—","SA-40-022-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-022-XXX","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chai Bath Tea Individual ( RM-40-023-A )","Benjamin Soap","—","0","21","21","-","0","-","-","SA-40-023-A 1.0","-","5 w","4 w","—","SA-40-023-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-023-XXX","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lemon Ginger Bath Tea Individual ( RM-40-024-A )","Benjamin Soap","—","0","20","20","-","0","-","-","SA-40-024-A 1.0","-","5 w","4 w","—","SA-40-024-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-024-XXX","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cashmere Lotion Bar Individual ( RM-40-041-A )","Benjamin Soap","—","0","8","8","-","0","-","-","SA-40-041-A 1.0","-","5 w","4 w","—","SA-40-041-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-041-XXX","2,475","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lavender Shea Lotion Bar Individual ( RM-40-042-A )","Benjamin Soap","—","0","11","11","-","0","-","-","SA-40-042-A 1.0","-","5 w","4 w","—","SA-40-042-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-042-XXX","1,100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Palo Santo Lotion Bar Individual ( RM-40-043-A )","Benjamin Soap","—","0","39","39","-","0","-","-","SA-40-043-A 1.0","-","5 w","4 w","—","SA-40-043-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-043-XXX","825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Woodberry Lotion Bar Individual ( RM-40-044-A )","Benjamin Soap","—","0","12","12","-","0","-","-","SA-40-044-A 1.0","-","5 w","4 w","—","SA-40-044-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-044-XXX","1,210","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pomegranate Acai Lip Balm Individual ( RM-40-045-A )","Benjamin Soap","—","0","15","15","-","0","-","-","SA-40-045-A 1.0","-","5 w","4 w","—","SA-40-045-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-045-XXX","825","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vanilla Chai Lip Balm Individual ( RM-40-046-A )","Benjamin Soap","—","0","10","10","-","0","-","-","SA-40-046-A 1.0","-","5 w","4 w","—","SA-40-046-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-046-XXX","1,375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Strawberry Basil Lip Balm  Individual ( RM-40-047-A )","Benjamin Soap","—","0","4","4","-","0","-","-","SA-40-047-A 1.0","-","5 w","4 w","—","SA-40-047-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-047-XXX","275","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Honey Mint Lip Balm Individual ( RM-40-048-A )","Benjamin Soap","—","0","8","8","-","0","-","-","SA-40-048-A 1.0","-","5 w","4 w","—","SA-40-048-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-048-XXX","1,650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calm Face Mask Individual ( RM-40-027-A )","MW Botanical","—","0","15","15","-","0","-","-","SA-40-027-A 1.0","-","3 w","4 w","—","SA-40-027-A :   No SA-51-118-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-027-XXX","690","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Purify Face Mask Individual ( RM-40-028-A )","MW Botanical","—","0","7","7","-","0","-","-","SA-40-028-A 1.0","-","3 w","4 w","—","3  Active","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-028-XXX","460","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Detox Face Mask Individual ( RM-40-029-A )","MW Botanical","—","0","2","2","-","0","-","-","SA-40-029-A 1.0","-","3 w","4 w","—","SA-40-029-A :   No SA-51-116-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-029-XXX","680","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Super Green Face Mask Individual ( RM-40-030-A )","MW Botanical","—","0","2","2","-","0","-","-","SA-40-030-A 1.0","-","3 w","4 w","—","SA-40-030-A :   No SA-51-117-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-030-XXX","162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Calm Facial Steam Individual ( RM-40-031-A )","MW Botanical","—","0","44","44","-","0","-","-","SA-40-031-A 1.0","-","3 w","4 w","—","SA-40-031-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-031-XXX","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Detox Facial Steam Individual ( RM-40-032-A )","MW Botanical","—","0","13","13","-","0","-","-","SA-40-032-A 1.0","-","3 w","4 w","—","SA-40-032-A :   No SA-51-116-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-032-XXX","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Perk Up Eye Patch Individual ( RM-40-025-A )","Rare Beauty Brands","Englewood","0","2,244","1,574","-","670","-","-","SA-40-025-A 0.5","-","3 w","4 w","—","SA-40-025-A :   No SA-51-115-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-025-XXX","2,660","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Happy Place Eye Patch Individual ( RM-40-026-A )","Rare Beauty Brands","—","0","16","16","-","0","-","-","SA-40-026-A 0.5","-","3 w","4 w","—","SA-40-026-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-026-XXX","798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Energize Shower Steamer Individual ( RM-40-009-A )","Rock Creek Soap","—","0","15","15","-","0","-","-","SA-40-009-A 1.0","-","5 w","4 w","—","SA-40-009-A :   No SA-51-113-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-009-XXX","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Soothing Shower Steamer Individual ( RM-40-010-A )","Rock Creek Soap","—","0","37","37","-","0","-","-","SA-40-010-A 1.0","-","5 w","4 w","—","SA-40-010-A :   No SA-51-112-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-010-XXX","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clarity Shower Steamer Individual ( RM-40-011-A )","Rock Creek Soap","—","0","6","6","-","0","-","-","SA-40-011-A 1.0","-","5 w","4 w","—","SA-40-011-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-011-XXX","199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rejuvenate Shower Steamer  Individual ( RM-40-012-A )","Rock Creek Soap","—","0","4","4","-","0","-","-","SA-40-012-A 1.0","-","5 w","4 w","—","SA-40-012-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-012-XXX","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sweet Sunshine Bath Bomb Individual ( RM-40-013-A )","Rock Creek Soap","—","0","7","7","-","0","-","-","SA-40-013-A 1.0","-","5 w","4 w","—","SA-40-013-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-013-XXX","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Warm Amber Bath Bomb Individual ( RM-40-014-A )","Rock Creek Soap","—","0","38","38","-","0","-","-","SA-40-014-A 1.0","-","5 w","4 w","—","SA-40-014-A :   No SA-51-114-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-014-XXX","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wild Nectar Bath Bomb Individual ( RM-40-015-A )","Rock Creek Soap","—","0","11","11","-","0","-","-","SA-40-015-A 1.0","-","5 w","4 w","—","SA-40-015-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-015-XXX","343","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hidden Falls Bath Bomb Individual ( RM-40-016-A )","Rock Creek Soap","—","0","13","13","-","0","-","-","SA-40-016-A 1.0","-","5 w","4 w","—","SA-40-016-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-016-XXX","243","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Clarity Loofah Soap Individual ( RM-40-033-A )","Rock Creek Soap","—","0","10","10","-","0","-","-","SA-40-033-A 1.0","-","5 w","4 w","—","SA-40-033-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-033-XXX","613","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Relief Loofah Soap Individual ( RM-40-034-A )","Rock Creek Soap","—","0","10","10","-","0","-","-","SA-40-034-A 1.0","-","5 w","4 w","—","SA-40-034-A :   No SA-51-112-E :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-034-XXX","308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rejuvenate Loofah Soap Individual ( RM-40-035-A )","Rock Creek Soap","—","0","16","16","-","0","-","-","SA-40-035-A 1.0","-","5 w","4 w","—","SA-40-035-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-035-XXX","109","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Soothing Loofah Soap Individual ( RM-40-036-A )","Rock Creek Soap","—","0","9","9","-","0","-","-","SA-40-036-A 1.0","-","5 w","4 w","—","SA-40-036-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-036-XXX","417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Warm Amber Loofah Soap Individual ( RM-40-037-A )","Rock Creek Soap","—","0","34","34","-","0","-","-","SA-40-037-A 1.0","-","5 w","4 w","—","SA-40-037-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-037-XXX","369","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wild Nectar Loofah Soap Individual ( RM-40-038-A )","Rock Creek Soap","—","0","8","8","-","0","-","-","SA-40-038-A 1.0","-","5 w","4 w","—","SA-40-038-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-038-XXX","142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hidden Falls Loofah Soap Individual ( RM-40-039-A )","Rock Creek Soap","—","0","14","14","-","0","-","-","SA-40-039-A 1.0","-","5 w","4 w","—","SA-40-039-A :   No","Legacy","—","—","50.0 % Week  49 - 53","C-C40-REG-23-039-XXX","909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
